Dex ID,Species,Forme,Type 1,Type 2,Egg group 1,Egg group 2,Is legendary?,Is egg?,In lab?,Colour,Body style,Region
478,Porygon-Z,,Normal,,Mineral,,No,No,,Red,Two Arms,Sinnoh
479,Rotom,,Electric,Ghost,Amorphous,,No,Yes,Yes,Red,Short Blob,Sinnoh
479a,Rotom,Fan Forme,Electric,Flying,Amorphous,,No,No,,Red,Short Blob,Sinnoh
479b,Rotom,Freeze Forme,Electric,Ice,Amorphous,,No,No,,Red,Short Blob,Sinnoh
479c,Rotom,Heat Forme,Electric,Fire,Amorphous,,No,No,,Red,Short Blob,Sinnoh
479d,Rotom,Mow Forme,Electric,Grass,Amorphous,,No,No,,Red,Short Blob,Sinnoh
479e,Rotom,Wash Forme,Electric,Water,Amorphous,,No,No,,Red,Short Blob,Sinnoh
480,Uxie,,Psychic,,Undiscovered,,Yes,Yes,No,Yellow,Dino,Sinnoh
481,Mesprit,,Psychic,,Undiscovered,,Yes,Yes,No,Pink,Dino,Sinnoh
482,Azelf,,Psychic,,Undiscovered,,Yes,Yes,No,Blue,Dino,Sinnoh
483,Dialga,,Steel,Dragon,Undiscovered,,Yes,Yes,No,White,Four Legs,Sinnoh
483b,Dialga,Origin Forme,Steel,Dragon,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
484,Palkia,,Water,Dragon,Undiscovered,,Yes,Yes,No,Purple,Dino,Sinnoh
484b,Palkia,Origin Forme,Water,Dragon,Undiscovered,,Yes,No,,Purple,Four Legs,Sinnoh
485,Heatran,,Fire,Steel,Undiscovered,,Yes,Yes,No,Brown,Four Legs,Sinnoh
486,Regigigas,,Fire,,Undiscovered,,Yes,Yes,No,White,Human,Sinnoh
487,Giratina,,Ghost,Dragon,Undiscovered,,Yes,Yes,No,Black,Jelly,Sinnoh
487b,Giratina,Origin Forme,Ghost,Dragon,Undiscovered,,Yes,No,,Black,Snake,Sinnoh
488,Cresselia,,Psychic,,Undiscovered,,Yes,Yes,No,Yellow,Snake,Sinnoh
489,Phione,,Water,,Fairy,Water 1,No,Yes,No,Blue,Two Arms,Sinnoh
490,Manaphy,,Water,,Fairy,Water 1,Yes,Yes,No,Blue,Human,Sinnoh
491,Darkrai,,Dark,,Undiscovered,,Yes,Yes,No,Black,Human,Sinnoh
492,Shaymin,,Grass,,Undiscovered,,Yes,Yes,No,Green,Four Legs,Sinnoh
492s,Shaymin,Sky Forme,Grass,Flying,Undiscovered,,Yes,No,,Green,Four Legs,Sinnoh
493,Arceus,,Normal,,Undiscovered,,Yes,Yes,No,White,Four Legs,Sinnoh
493a,Arceus,Fire Forme,Fire,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493b,Arceus,Water Forme,Water,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493c,Arceus,Electric Forme,Electric,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493d,Arceus,Grass Forme,Grass,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493e,Arceus,Ice Forme,Ice,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493f,Arceus,Fighting Forme,Fighting,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493g,Arceus,Poison Forme,Poison,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493h,Arceus,Ground Forme,Ground,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493i,Arceus,Flying Forme,Flying,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493j,Arceus,Psychic Forme,Psychic,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493k,Arceus,Bug Forme,Bug,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493l,Arceus,Rock Forme,Rock,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493m,Arceus,Ghost Forme,Ghost,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493n,Arceus,Dragon Forme,Dragon,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493o,Arceus,Dark Forme,Dark,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493p,Arceus,Steel Forme,Steel,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
493q,Arceus,Fairy Forme,Fairy,,Undiscovered,,Yes,No,,White,Four Legs,Sinnoh
898,Wyrdeer,,Normal,Psychic,Field,,No,No,,Brown,Four Legs,Sinnoh
899,Kleavor,,Bug,Rock,Bug,,No,No,,Brown,Flying Bug,Sinnoh
900,Ursaluna,,Ground,Normal,Field,,No,No,,Brown,Four Legs,Sinnoh
900r9,Ursaluna,Blood Moon,Normal,Ground,Field,,No,No,,Brown,Four Legs,Sinnoh
901,Basculegion,,Water,Ghost,Water 2,,No,No,,Green,Fish,Sinnoh
902,Sneasler,,Fighting,Poison,Field,,No,No,,Grey,Dino,Sinnoh
903,Overqwil,,Dark,Poison,Water 2,,No,No,,Black,Fish,Sinnoh
904,Enamorus,,Fairy,Flying,Undiscovered,,Yes,Yes,No,Pink,Two Arms,Sinnoh
904b,Enamorus,Therian Forme,Fairy,Flying,Undiscovered,,Yes,No,,Pink,Four Legs,Sinnoh
