Dex ID,Species,Forme,Type 1,Type 2,Egg group 1,Egg group 2,Is legendary?,Is egg?,In lab?,Colour,Body style,Region
332,Carvanha,,Water,Dark,Water 2,,No,Yes,No,Red,Fish,Hoenn
333,Sharpedo,,Water,Dark,Water 2,,No,No,,Blue,Fish,Hoenn
333-M,Sharpedo,Mega Forme,Water,Dark,Water 2,,No,No,,Blue,Fish,Hoenn
334,Wailmer,,Water,,Water 2,Field,No,Yes,No,Blue,Fish,Hoenn
335,Wailord,,Water,,Water 2,Field,No,No,,Blue,Fish,Hoenn
336,Numel,,Fire,Ground,Field,,No,Yes,Yes,Yellow,Four Legs,Hoenn
337,Camerupt,,Fire,Ground,Field,,No,No,,Red,Four Legs,Hoenn
337-M,Camerupt,Mega Forme,Fire,Ground,Field,,No,No,,Red,Four Legs,Hoenn
338,Torkoal,,Fire,,Field,,No,Yes,Yes,Brown,Four Legs,Hoenn
339,Spoink,,Psychic,,Field,,No,Yes,Yes,Black,Two Arms,Hoenn
340,Grumpig,,Psychic,,Field,,No,No,,Purple,Dino,Hoenn
341,Spinda,,Normal,,Human-Like,Field,No,Yes,Yes,Brown,Dino,Hoenn
342,Trapinch,,Ground,,Bug,Dragon,No,Yes,Yes,Brown,Crawling Bug,Hoenn
343,Vibrava,,Ground,Dragon,Bug,Dragon,No,No,,Green,Flying Bug,Hoenn
344,Flygon,,Ground,Dragon,Bug,Dragon,No,No,,Green,Bird,Hoenn
345,Cacnea,,Grass,,Human-Like,Grass,No,Yes,Yes,Green,Human,Hoenn
346,Cacturne,,Grass,Dark,Human-Like,Grass,No,No,,Green,Human,Hoenn
347,Swablu,,Normal,Flying,Flying,Dragon,No,Yes,Yes,Blue,Bird,Hoenn
348,Altaria,,Dragon,Flying,Flying,Dragon,No,No,,Blue,Bird,Hoenn
348-M,Altaria,Mega Forme,Dragon,Fairy,Flying,Dragon,No,No,,Blue,Bird,Hoenn
349,Zangoose,,Normal,,Field,,No,Yes,Yes,White,Dino,Hoenn
350,Seviper,,Poison,,Field,Dragon,No,Yes,Yes,Black,Snake,Hoenn
351,Lunatone,,Rock,Psychic,Mineral,,No,Yes,Yes,Yellow,Short Blob,Hoenn
352,Solrock,,Rock,Psychic,Mineral,,No,Yes,Yes,Red,Short Blob,Hoenn
353,Barboach,,Water,Ground,Water 2,,No,Yes,No,Grey,Fish,Hoenn
354,Whiscash,,Water,Ground,Water 2,,No,No,,Blue,Fish,Hoenn
355,Corphish,,Water,,Water 3,Water 1,No,Yes,No,Red,Crawling Bug,Hoenn
356,Crawdaunt,,Water,Dark,Water 3,Water 1,No,No,,Red,Crawling Bug,Hoenn
357,Baltoy,,Ground,Psychic,Mineral,,No,Yes,No,Brown,Two Arms,Hoenn
358,Claydol,,Ground,Psychic,Mineral,,No,No,,Black,Two Arms,Hoenn
359,Lileep,,Rock,Grass,Water 3,,No,Yes,No,Purple,Tall Blob,Hoenn
360,Cradily,,Rock,Grass,Water 3,,No,No,,Green,Tall Blob,Hoenn
361,Anorith,,Rock,Bug,Water 3,,No,Yes,No,Grey,Crawling Bug,Hoenn
362,Armaldo,,Rock,Bug,Water 3,,No,No,,Grey,Dino,Hoenn
363,Feebas,,Water,,Water 1,Dragon,No,Yes,No,Brown,Fish,Hoenn
364,Milotic,,Water,,Water 1,Dragon,No,No,,Pink,Snake,Hoenn
365,Castform,,Normal,,Fairy,Amorphous,No,Yes,Yes,Grey,Short Blob,Hoenn
365i,Castform,Snow Forme,Ice,,Fairy,Amorphous,No,No,,White,Short Blob,Hoenn
365r,Castform,Rain Forme,Water,,Fairy,Amorphous,No,No,,Blue,Short Blob,Hoenn
365s,Castform,Sun Forme,Fire,,Fairy,Amorphous,No,No,,Red,Short Blob,Hoenn
366,Kecleon,,Normal,,Field,,No,Yes,Yes,Green,Dino,Hoenn
367,Shuppet,,Ghost,,Amorphous,,No,Yes,Yes,Black,Short Blob,Hoenn
368,Banette,,Ghost,,Amorphous,,No,No,,Black,Dino,Hoenn
368-M,Banette,Mega Forme,Ghost,,Amorphous,,No,No,,Black,Dino,Hoenn
369,Duskull,,Ghost,,Amorphous,,No,Yes,Yes,Black,Two Arms,Hoenn
370,Dusclops,,Ghost,,Amorphous,,No,No,,Black,Human,Hoenn
371,Dusknoir,,Ghost,,Amorphous,,No,No,,Black,Two Arms,Hoenn
372,Tropius,,Grass,Flying,Grass,Monster,No,Yes,Yes,Green,Four Legs,Hoenn
373,Chingling,,Psychic,,Undiscovered,,No,Yes,No,Yellow,Human,Hoenn
374,Chimecho,,Psychic,,Amorphous,,No,Yes,Yes,Blue,Two Arms,Hoenn
375,Absol,,Dark,,Field,,No,Yes,Yes,White,Four Legs,Hoenn
375-M,Absol,Mega Forme,Dark,,Field,,No,No,,White,Four Legs,Hoenn
376,Wynaut,,Psychic,,Undiscovered,,No,Yes,No,Blue,Dino,Hoenn
377,Wobbuffet,,Psychic,,Amorphous,,No,Yes,Yes,Blue,Tall Blob,Hoenn
378,Snorunt,,Ice,,Mineral,Fairy,No,Yes,Yes,Grey,Human,Hoenn
379,Glalie,,Ice,,Mineral,Fairy,No,No,,Grey,Short Blob,Hoenn
379-M,Glalie,Mega Forme,Ice,,Mineral,Fairy,No,No,,Grey,Short Blob,Hoenn
380,Froslass,,Ice,Ghost,Mineral,Fairy,No,No,,White,Two Arms,Hoenn
381,Spheal,,Ice,Water,Water 1,Field,No,Yes,Yes,Blue,Fish,Hoenn
382,Sealeo,,Ice,Water,Water 1,Field,No,No,,Blue,Fish,Hoenn
383,Walrein,,Ice,Water,Water 1,Field,No,No,,Blue,Four Legs,Hoenn
384,Clamperl,,Water,,Water 1,,No,Yes,No,Blue,Short Blob,Hoenn
385,Huntail,,Water,,Water 1,,No,No,,Blue,Snake,Hoenn
386,Gorebyss,,Water,,Water 1,,No,No,,Pink,Snake,Hoenn
387,Relicanth,,Water,Rock,Water 2,Water 1,No,Yes,No,Grey,Fish,Hoenn
388,Luvdisc,,Water,,Water 2,,No,Yes,No,Pink,Fish,Hoenn
389,Bagon,,Dragon,,Dragon,,No,Yes,Yes,Blue,Human,Hoenn
390,Shelgon,,Dragon,,Dragon,,No,No,,White,Four Legs,Hoenn
391,Salamence,,Dragon,Flying,Dragon,,No,No,,Blue,Four Legs,Hoenn
391-M,Salamence,Mega Forme,Dragon,Flying,Dragon,,No,No,,Blue,Four Legs,Hoenn
391p,Roaring Moon,,Dragon,Dark,Dragon,,No,No,,Blue,Four Legs,Hoenn
392,Beldum,,Steel,Psychic,Mineral,,No,Yes,Yes,Blue,Tall Blob,Hoenn
393,Metang,,Steel,Psychic,Mineral,,No,No,,Blue,Two Arms,Hoenn
394,Metagross,,Steel,Psychic,Mineral,,No,No,,Blue,Multi,Hoenn
394-M,Metagross,Mega Forme,Steel,Psychic,Mineral,,No,No,,Blue,Multi,Hoenn
395,Regirock,,Rock,,Undiscovered,,Yes,Yes,No,Brown,Human,Hoenn
396,Regice,,Ice,,Undiscovered,,Yes,Yes,No,Blue,Human,Hoenn
397,Registeel,,Steel,,Undiscovered,,Yes,Yes,No,Grey,Human,Hoenn
398,Latias,,Dragon,Psychic,Undiscovered,,Yes,Yes,No,Red,Bird,Hoenn
398-M,Latias,Mega Forme,Dragon,Psychic,Undiscovered,,Yes,No,,Purple,Bird,Hoenn
399,Latios,,Dragon,Psychic,Undiscovered,,Yes,Yes,No,Blue,Bird,Hoenn
399-M,Latios,Mega Forme,Dragon,Psychic,Undiscovered,,Yes,No,,Purple,Bird,Hoenn
400,Kyogre,,Water,,Undiscovered,,Yes,Yes,No,Blue,Fish,Hoenn
400p,Kyogre,Primal Forme,Water,,Undiscovered,,Yes,No,,Blue,Fish,Hoenn
401,Groudon,,Ground,,Undiscovered,,Yes,Yes,No,Red,Dino,Hoenn
401p,Groudon,Primal Forme,Ground,Fire,Undiscovered,,Yes,No,,Red,Dino,Hoenn
402,Rayquaza,,Dragon,Flying,Undiscovered,,Yes,Yes,No,Green,Snake,Hoenn
402-M,Rayquaza,Mega Forme,Dragon,Flying,Undiscovered,,Yes,No,,Green,Snake,Hoenn
403,Jirachi,,Steel,Psychic,Undiscovered,,Yes,Yes,No,Yellow,Human,Hoenn
404,Deoxys,,Psychic,,Undiscovered,,Yes,Yes,No,Red,Human,Hoenn
404a,Deoxys,Attack Forme,Psychic,,Undiscovered,,Yes,No,,Red,Human,Hoenn
404d,Deoxys,Defence Forme,Psychic,,Undiscovered,,Yes,No,,Red,Human,Hoenn
404s,Deoxys,Speed Forme,Psychic,,Undiscovered,,Yes,No,,Red,Human,Hoenn
