Dex ID,Species,Forme,Type 1,Type 2,Egg group 1,Egg group 2,Is legendary?,Is egg?,In lab?,Colour,Body style,Region
986,Gimmighoul,,Ghost,,Mineral,,No,Yes,No,Grey,Human,Paldea
987,Gholdengo,,Ghost,Steel,Mineral,,No,No,,Yellow,Human,Paldea
988,Wo-Chien,,Dark,Grass,Undiscovered,,Yes,Yes,No,Brown,Snake,Paldea
989,Chien-Pao,,Dark,Ice,Undiscovered,,Yes,Yes,No,White,Four Legs,Paldea
990,Ting-Lu,,Dark,Ground,Undiscovered,,Yes,Yes,No,Brown,Four Legs,Paldea
991,Chi-Yu,,Dark,Fire,Undiscovered,,Yes,Yes,No,Red,Fish,Paldea
992,Dipplin,,Grass,Dragon,Grass,Dragon,No,No,,Red,Multi,Paldea
993,Hydrapple,,Grass,Dragon,Grass,Dragon,No,No,,Red,Multi,Paldea
994,Poltchageist,,Grass,Ghost,Mineral,Amorphous,No,Yes,Yes,Green,Short Blob,Paldea
995,Sinistcha,,Grass,Ghost,Mineral,Amorphous,No,No,,Green,Short Blob,Paldea
996,Okidogi,,Poison,Fighting,Undiscovered,,Yes,Yes,No,Black,Dino,Paldea
997,Munkidori,,Poison,Psychic,Undiscovered,,Yes,Yes,No,Black,Human,Paldea
998,Fezandipiti,,Poison,Fairy,Undiscovered,,Yes,Yes,No,Black,Bird,Paldea
999,Ogerpon,,Grass,,Undiscovered,,Yes,Yes,No,Green,Human,Paldea
999a,Ogerpon,Wellspring Mask,Grass,Water,Undiscovered,,Yes,No,,Blue,Human,Paldea
999b,Ogerpon,Hearthflame Mask,Grass,Fire,Undiscovered,,Yes,No,,Red,Human,Paldea
999c,Ogerpon,Cornerstone Mask,Grass,Rock,Undiscovered,,Yes,No,,Grey,Human,Paldea
999d,Ogerpon,Teal Mask,Grass,,Undiscovered,,Yes,No,,Green,Human,Paldea
1000,Archaludon,,Steel,Dragon,Mineral,Dragon,No,Yes,Yes,White,Dino,Paldea
1001,Terapagos,,Normal,,Undiscovered,,Yes,Yes,No,Blue,Four Legs,Paldea
1001a,Terapagos,Terastal Forme,Normal,,Undiscovered,,Yes,No,,Blue,Short Blob,Paldea
1002,Pecharunt,,Poison,Ghost,Undiscovered,,Yes,Yes,No,Purple,Short Blob,Paldea
