Dex ID,Species,Forme,Type 1,Type 2,Egg group 1,Egg group 2,Is legendary?,Is egg?,In lab?,Colour,Body style,Region
684,Swirlix,,Fairy,,Fairy,,No,Yes,Yes,White,Two Legs,Kalos
685,Slurpuff,,Fairy,,Fairy,,No,No,,White,Human,Kalos
686,Inkay,,Dark,Psychic,Water 2,Water 1,No,Yes,Yes,Blue,Jelly,Kalos
687,Malamar,,Dark,Psychic,Water 2,Water 1,No,No,,Blue,Tall Blob,Kalos
688,Binacle,,Rock,Water,Water 3,,No,Yes,Yes,Brown,Multi,Kalos
689,Barbaracle,,Rock,Water,Water 3,,No,No,,Brown,Multi,Kalos
690,Skrelp,,Poison,Water,Water 1,Dragon,No,Yes,Yes,Brown,Tall Blob,Kalos
691,Dragalge,,Poison,Water,Water 1,Dragon,No,No,,Brown,Tall Blob,Kalos
692,Clauncher,,Water,,Water 3,Water 1,No,Yes,No,Blue,Crawling Bug,Kalos
693,Clawitzer,,Water,,Water 3,Water 1,No,No,,Blue,Snake,Kalos
694,Helioptile,,Electric,Normal,Dragon,Monster,No,Yes,Yes,Yellow,Dino,Kalos
695,Heliolisk,,Electric,Normal,Dragon,Monster,No,No,,Yellow,Dino,Kalos
696,Tyrunt,,Rock,Dragon,Dragon,Monster,No,Yes,No,Brown,Dino,Kalos
697,Tyrantrum,,Rock,Dragon,Dragon,Monster,No,No,,Brown,Dino,Kalos
698,Amaura,,Rock,Ice,Monster,,No,Yes,No,Blue,Four Legs,Kalos
699,Aurorus,,Rock,Ice,Monster,,No,No,,Blue,Four Legs,Kalos
700,Hawlucha,,Fighting,Flying,Human-Like,Flying,No,Yes,Yes,Green,Human,Kalos
701,Dedenne,,Electric,Fairy,Fairy,Field,No,Yes,Yes,Yellow,Dino,Kalos
702,Carbink,,Rock,Fairy,Mineral,Fairy,No,Yes,Yes,Grey,Short Blob,Kalos
703,Goomy,,Dragon,,Dragon,,No,Yes,Yes,Purple,Snake,Kalos
704,Sliggoo,,Dragon,,Dragon,,No,No,,Purple,Snake,Kalos
704r4,Sliggoo,Hisuian Forme,Steel,Dragon,Dragon,,No,No,,Purple,Snake,Kalos
705,Goodra,,Dragon,,Dragon,,No,No,,Purple,Dino,Kalos
705r4,Goodra,Hisuian Forme,Steel,Dragon,Dragon,,No,No,,Purple,Dino,Kalos
706,Klefki,,Steel,Fairy,Mineral,,No,Yes,Yes,Grey,Short Blob,Kalos
707,Phantump,,Ghost,Grass,Amorphous,Grass,No,Yes,Yes,Brown,Two Arms,Kalos
708,Trevenant,,Ghost,Grass,Amorphous,Grass,No,No,,Brown,Jelly,Kalos
709,Pumpkaboo,Small Size,Ghost,Grass,Amorphous,,No,Yes,Yes,Brown,Short Blob,Kalos
709s2,Pumpkaboo,Average Size,Ghost,Grass,Amorphous,,No,No,,Brown,Short Blob,Kalos
709s3,Pumpkaboo,Large Size,Ghost,Grass,Amorphous,,No,No,,Brown,Short Blob,Kalos
709s4,Pumpkaboo,Super Size,Ghost,Grass,Amorphous,,No,No,,Brown,Short Blob,Kalos
710,Gourgeist,Small Size,Ghost,Grass,Amorphous,,No,No,,Brown,Tall Blob,Kalos
710s2,Gourgeist,Average Size,Ghost,Grass,Amorphous,,No,No,,Brown,Tall Blob,Kalos
710s3,Gourgeist,Large Size,Ghost,Grass,Amorphous,,No,No,,Brown,Tall Blob,Kalos
710s4,Gourgeist,Super Size,Ghost,Grass,Amorphous,,No,No,,Brown,Tall Blob,Kalos
711,Bergmite,,Ice,,Monster,Mineral,No,Yes,Yes,Blue,Four Legs,Kalos
712,Avalugg,,Ice,,Monster,Mineral,No,No,,Blue,Four Legs,Kalos
712r4,Avalugg,Hisuian Forme,Ice,Rock,Monster,Mineral,No,No,,Blue,Four Legs,Kalos
713,Noibat,,Flying,Dragon,Flying,Dragon,No,Yes,Yes,Purple,Bird,Kalos
714,Noivern,,Flying,Dragon,Flying,Dragon,No,No,,Purple,Bird,Kalos
715,Xerneas,,Fairy,,Undiscovered,,Yes,Yes,No,Blue,Four Legs,Kalos
716,Yveltal,,Dark,Flying,Undiscovered,,Yes,Yes,No,Red,Bird,Kalos
717,Zygarde,Core Forme,Dragon,Ground,Undiscovered,,Yes,Yes,No,Green,Short Blob,Kalos
717b,Zygarde,10% Forme,Dragon,Ground,Undiscovered,,Yes,No,,Black,Four Legs,Kalos
717c,Zygarde,50% Forme,Dragon,Ground,Undiscovered,,Yes,No,,Green,Snake,Kalos
717d,Zygarde,Complete Forme,Dragon,Ground,Undiscovered,,Yes,No,,Black,Dino,Kalos
718,Diancie,,Rock,Fairy,Undiscovered,,Yes,Yes,No,Pink,Two Arms,Kalos
718-M,Diancie,Mega Forme,Rock,Fairy,Undiscovered,,Yes,No,,Pink,Two Arms,Kalos
719,Hoopa,,Psychic,Ghost,Undiscovered,,Yes,Yes,No,Purple,Two Arms,Kalos
719u,Hoopa,Unbound Forme,Psychic,Dark,Undiscovered,,Yes,No,,Purple,Dino,Kalos
720,Volcanion,,Fire,Water,Undiscovered,,Yes,Yes,No,Brown,Four Legs,Kalos
